"customer_id","signup_date","city","acquisition_channel"
"CUST107128","08-12-2024","Ahmedabad","Referral"
"CUST107131","01-12-2024","Hyderabad","Organic"
"CUST107141","21-12-2024","Chennai","Organic"
"CUST107142","23-12-2024","Bengaluru","Referral"
"CUST107154","03-12-2024","Pune","Referral"
"CUST107156","16-12-2024","Chennai","Organic"
"CUST107164","29-11-2024","Mumbai","Organic"
"CUST107171","11-12-2024","Bengaluru","Organic"
"CUST107177","01-12-2024","Pune","Organic"
"CUST107191","13-12-2024","Bengaluru","Referral"
"CUST107193","08-12-2024","Bengaluru","Organic"
"CUST107196","26-12-2024","Hyderabad","Organic"
"CUST107206","13-12-2024","Bengaluru","Organic"
"CUST107213","29-12-2024","Pune","Organic"
"CUST107226","25-12-2024","Mumbai","Paid"
"CUST107228","22-12-2024","Hyderabad","Organic"
"CUST107231","31-12-2024","Chennai","Referral"
"CUST107245","17-12-2024","Pune","Organic"
"CUST107252","15-12-2024","Mumbai","Organic"
"CUST107253","26-12-2024","Bengaluru","Organic"
"CUST107257","31-12-2024","Chennai","Referral"
"CUST107274","22-11-2024","Mumbai","Organic"
"CUST107285","06-12-2024","Hyderabad","Paid"
"CUST107331","28-11-2024","Chennai","Referral"
"CUST107367","07-12-2024","Bengaluru","Organic"
"CUST107373","23-12-2024","Pune","Organic"
"CUST107384","12-11-2024","Bengaluru","Organic"
"CUST107389","28-11-2024","Pune","Organic"
"CUST107391","05-12-2024","Mumbai","Referral"
"CUST107395","21-11-2024","Ahmedabad","Paid"
"CUST107396","03-12-2024","Hyderabad","Paid"
"CUST107406","12-12-2024","Bengaluru","Organic"
"CUST107418","20-12-2024","Bengaluru","Paid"
"CUST107419","21-11-2024","Ahmedabad","Paid"
"CUST107437","19-12-2024","Bengaluru","Organic"
"CUST107438","04-12-2024","Pune","Organic"
"CUST107442","24-11-2024","Bengaluru","Referral"
"CUST107451","15-12-2024","Bengaluru","Organic"
"CUST107471","30-12-2024","Delhi","Referral"
"CUST107475","04-12-2024","Bengaluru","Social"
"CUST107494","19-12-2024","Pune","Paid"
"CUST107496","26-12-2024","Delhi","Organic"
"CUST107502","28-11-2024","Ahmedabad","Social"
"CUST107505","22-11-2024","Delhi","Social"
"CUST107551","13-12-2024","Ahmedabad","Paid"
"CUST107581","22-12-2024","Delhi","Organic"
"CUST107590","23-12-2024","Bengaluru","Organic"
"CUST107595","12-12-2024","Pune","Organic"
"CUST107603","30-12-2024","Kolkata","Organic"
"CUST107608","31-12-2024","Delhi","Social"
"CUST107628","30-12-2024","Chennai","Paid"
"CUST107631","21-11-2024","Delhi","Organic"
"CUST107651","29-12-2024","Kolkata","Paid"
"CUST107664","18-12-2024","Ahmedabad","Organic"
"CUST107665","19-12-2024","Mumbai","Organic"
"CUST107666","27-11-2024","Mumbai","Paid"
"CUST107678","21-11-2024","Ahmedabad","Organic"
"CUST107691","07-12-2024","Bengaluru","Paid"
"CUST107698","17-12-2024","Bengaluru","Organic"
"CUST107730","21-11-2024","Delhi","Organic"
"CUST107743","09-12-2024","Bengaluru","Organic"
"CUST107753","17-12-2024","Hyderabad","Organic"
"CUST107757","09-11-2024","Mumbai","Social"
"CUST107766","17-12-2024","Mumbai","Organic"
"CUST107767","24-11-2024","Delhi","Paid"
"CUST107787","10-12-2024","Bengaluru","Referral"
"CUST107795","25-12-2024","Chennai","Organic"
"CUST107816","14-12-2024","Bengaluru","Organic"
"CUST107820","31-12-2024","Bengaluru","Organic"
"CUST107821","19-12-2024","Delhi","Organic"
"CUST107828","10-12-2024","Hyderabad","Paid"
"CUST107839","17-12-2024","Hyderabad","Paid"
"CUST107840","16-11-2024","Pune","Paid"
"CUST107853","18-12-2024","Bengaluru","Social"
"CUST107855","26-12-2024","Bengaluru","Referral"
"CUST107866","26-12-2024","Hyderabad","Organic"
"CUST107871","14-12-2024","Pune","Social"
"CUST107880","13-12-2024","Bengaluru","Paid"
"CUST107893","27-12-2024","Bengaluru","Referral"
"CUST107901","17-12-2024","Hyderabad","Organic"
"CUST107904","29-11-2024","Ahmedabad","Organic"
"CUST107929","10-12-2024","Bengaluru","Paid"
"CUST107933","18-12-2024","Delhi","Referral"
"CUST107941","24-11-2024","Bengaluru","Organic"
"CUST107973","12-12-2024","Delhi","Organic"
"CUST107976","27-11-2024","Mumbai","Referral"
"CUST107988","28-11-2024","Pune","Organic"
"CUST108001","15-12-2024","Chennai","Organic"
"CUST108012","28-12-2024","Hyderabad","Paid"
"CUST108023","15-11-2024","Bengaluru","Organic"
"CUST108027","01-12-2024","Chennai","Paid"
"CUST108031","04-12-2024","Bengaluru","Referral"
"CUST108040","25-11-2024","Hyderabad","Referral"
"CUST108041","26-12-2024","Mumbai","Organic"
"CUST108061","16-12-2024","Hyderabad","Referral"
"CUST108067","09-11-2024","Ahmedabad","Organic"
"CUST108073","20-12-2024","Bengaluru","Organic"
"CUST108078","22-11-2024","Mumbai","Paid"
"CUST108088","13-12-2024","Mumbai","Paid"
"CUST108090","11-12-2024","Ahmedabad","Organic"
"CUST108105","21-12-2024","Bengaluru","Referral"
"CUST108110","30-12-2024","Bengaluru","Organic"
"CUST108111","07-12-2024","Mumbai","Referral"
"CUST108119","07-11-2024","Ahmedabad","Organic"
"CUST108130","27-12-2024","Kolkata","Organic"
"CUST108131","20-12-2024","Bengaluru","Paid"
"CUST108133","09-12-2024","Mumbai","Referral"
"CUST108138","05-12-2024","Delhi","Organic"
"CUST108166","14-11-2024","Pune","Organic"
"CUST108193","29-11-2024","Chennai","Organic"
"CUST108213","10-12-2024","Mumbai","Organic"
"CUST108233","29-11-2024","Delhi","Referral"
"CUST108237","02-12-2024","Kolkata","Referral"
"CUST108247","30-12-2024","Bengaluru","Organic"
"CUST108248","12-12-2024","Hyderabad","Organic"
"CUST108258","22-12-2024","Bengaluru","Organic"
"CUST108265","22-11-2024","Bengaluru","Referral"
"CUST108269","31-12-2024","Mumbai","Organic"
"CUST108285","30-12-2024","Chennai","Organic"
"CUST108291","25-12-2024","Pune","Organic"
"CUST108301","10-12-2024","Mumbai","Organic"
"CUST108305","18-12-2024","Chennai","Referral"
"CUST108316","06-12-2024","Bengaluru","Paid"
"CUST108317","28-11-2024","Mumbai","Organic"
"CUST108335","30-12-2024","Delhi","Organic"
"CUST108342","15-12-2024","Mumbai","Organic"
"CUST108349","11-12-2024","Mumbai","Organic"
"CUST108361","20-11-2024","Bengaluru","Social"
"CUST108365","17-12-2024","Bengaluru","Social"
"CUST108375","19-12-2024","Kolkata","Social"
"CUST108377","03-12-2024","Chennai","Paid"
"CUST108386","20-12-2024","Bengaluru","Referral"
"CUST108395","21-11-2024","Hyderabad","Organic"
"CUST108409","18-12-2024","Chennai","Organic"
"CUST108410","20-12-2024","Mumbai","Organic"
"CUST108431","06-12-2024","Bengaluru","Social"
"CUST108437","02-12-2024","Chennai","Organic"
"CUST108438","04-12-2024","Chennai","Organic"
"CUST108439","26-12-2024","Bengaluru","Organic"
"CUST108441","14-12-2024","Chennai","Organic"
"CUST108472","05-12-2024","Mumbai","Organic"
"CUST108482","13-12-2024","Bengaluru","Paid"
"CUST108483","04-12-2024","Chennai","Referral"
"CUST108493","26-11-2024","Mumbai","Organic"
"CUST108506","28-12-2024","Hyderabad","Organic"
"CUST108507","10-12-2024","Mumbai","Organic"
"CUST108521","03-12-2024","Delhi","Organic"
"CUST108534","30-12-2024","Bengaluru","Organic"
"CUST108535","13-12-2024","Chennai","Referral"
"CUST108546","13-12-2024","Bengaluru","Paid"
"CUST108548","25-11-2024","Hyderabad","Paid"
"CUST108554","13-11-2024","Mumbai","Social"
"CUST108556","12-12-2024","Pune","Organic"
"CUST108557","24-12-2024","Chennai","Referral"
"CUST108560","24-12-2024","Hyderabad","Paid"
"CUST108587","31-12-2024","Bengaluru","Referral"
"CUST108590","28-12-2024","Kolkata","Organic"
"CUST108617","02-12-2024","Delhi","Organic"
"CUST108625","28-11-2024","Bengaluru","Referral"
"CUST108647","15-12-2024","Mumbai","Organic"
"CUST108648","29-12-2024","Delhi","Organic"
"CUST108664","10-12-2024","Mumbai","Paid"
"CUST108675","19-12-2024","Mumbai","Organic"
"CUST108705","09-12-2024","Hyderabad","Organic"
"CUST108711","15-12-2024","Delhi","Paid"
"CUST108720","09-12-2024","Hyderabad","Social"
"CUST108726","25-11-2024","Chennai","Social"
"CUST108730","23-12-2024","Chennai","Organic"
"CUST108748","19-12-2024","Bengaluru","Organic"
"CUST108754","21-12-2024","Mumbai","Referral"
"CUST108758","09-12-2024","Mumbai","Referral"
"CUST108768","22-12-2024","Mumbai","Paid"
"CUST108772","14-12-2024","Mumbai","Organic"
"CUST108788","10-12-2024","Pune","Organic"
"CUST108790","26-12-2024","Kolkata","Social"
"CUST108795","29-12-2024","Delhi","Organic"
"CUST108800","27-12-2024","Kolkata","Paid"
"CUST108815","25-12-2024","Pune","Organic"
"CUST108822","31-12-2024","Ahmedabad","Organic"
"CUST108828","29-12-2024","Bengaluru","Organic"
"CUST108835","31-12-2024","Mumbai","Organic"
"CUST108846","27-12-2024","Bengaluru","Social"
"CUST108886","16-12-2024","Chennai","Referral"
"CUST108893","16-12-2024","Ahmedabad","Paid"
"CUST108904","08-12-2024","Pune","Referral"
"CUST108914","12-12-2024","Kolkata","Referral"
"CUST108915","06-12-2024","Bengaluru","Organic"
"CUST108919","29-12-2024","Kolkata","Organic"
"CUST108923","26-11-2024","Hyderabad","Social"
"CUST108927","27-11-2024","Mumbai","Paid"
"CUST108943","20-12-2024","Hyderabad","Social"
"CUST108985","16-12-2024","Mumbai","Organic"
"CUST108986","30-12-2024","Bengaluru","Organic"
"CUST109018","28-11-2024","Bengaluru","Organic"
"CUST109025","31-12-2024","Chennai","Organic"
"CUST109031","11-12-2024","Kolkata","Organic"
"CUST109032","19-12-2024","Hyderabad","Paid"
"CUST109037","24-11-2024","Delhi","Organic"
"CUST109038","21-12-2024","Delhi","Organic"
"CUST109050","23-11-2024","Bengaluru","Paid"
"CUST109063","16-12-2024","Bengaluru","Social"
"CUST109068","25-12-2024","Pune","Referral"
"CUST109079","21-11-2024","Bengaluru","Organic"
"CUST109083","16-12-2024","Kolkata","Paid"
"CUST109085","20-12-2024","Bengaluru","Organic"
"CUST109088","27-12-2024","Pune","Social"
"CUST109093","08-12-2024","Hyderabad","Organic"
"CUST109097","01-12-2024","Delhi","Organic"
"CUST109114","24-12-2024","Ahmedabad","Referral"
"CUST109144","07-12-2024","Ahmedabad","Organic"
"CUST109148","29-12-2024","Chennai","Organic"
"CUST109152","10-12-2024","Kolkata","Organic"
"CUST109171","22-11-2024","Pune","Paid"
"CUST109179","23-12-2024","Bengaluru","Organic"
"CUST109181","15-12-2024","Bengaluru","Referral"
"CUST109187","19-12-2024","Bengaluru","Organic"
"CUST109196","17-12-2024","Chennai","Organic"
"CUST109202","25-12-2024","Bengaluru","Referral"
"CUST109220","15-11-2024","Mumbai","Referral"
"CUST109226","26-11-2024","Chennai","Referral"
"CUST109227","22-12-2024","Bengaluru","Referral"
"CUST109233","30-12-2024","Delhi","Organic"
"CUST109235","25-12-2024","Bengaluru","Social"
"CUST109239","27-11-2024","Kolkata","Organic"
"CUST109243","15-11-2024","Mumbai","Organic"
"CUST109252","06-12-2024","Bengaluru","Organic"
"CUST109264","30-12-2024","Hyderabad","Paid"
"CUST109267","25-12-2024","Bengaluru","Organic"
"CUST109295","11-12-2024","Delhi","Organic"
"CUST109296","15-11-2024","Bengaluru","Organic"
"CUST109313","21-12-2024","Delhi","Organic"
"CUST109314","18-12-2024","Mumbai","Organic"
"CUST109318","30-12-2024","Bengaluru","Paid"
"CUST109335","13-12-2024","Kolkata","Organic"
"CUST109348","11-12-2024","Bengaluru","Organic"
"CUST109360","18-12-2024","Bengaluru","Organic"
"CUST109362","19-11-2024","Hyderabad","Organic"
"CUST109391","05-12-2024","Pune","Paid"
"CUST109403","10-12-2024","Bengaluru","Social"
"CUST109416","22-11-2024","Mumbai","Paid"
"CUST109417","11-12-2024","Pune","Social"
"CUST109424","17-12-2024","Mumbai","Organic"
"CUST109425","04-12-2024","Delhi","Paid"
"CUST109433","08-12-2024","Bengaluru","Paid"
"CUST109444","11-12-2024","Bengaluru","Organic"
"CUST109453","02-12-2024","Pune","Organic"
"CUST109476","28-12-2024","Bengaluru","Paid"
"CUST109483","24-12-2024","Delhi","Organic"
"CUST109493","01-12-2024","Ahmedabad","Paid"
"CUST109497","23-12-2024","Bengaluru","Organic"
"CUST109499","29-12-2024","Mumbai","Paid"
"CUST109500","26-11-2024","Bengaluru","Social"
"CUST109506","29-12-2024","Delhi","Referral"
"CUST109507","04-12-2024","Mumbai","Organic"
"CUST109509","22-12-2024","Delhi","Paid"
"CUST109512","25-11-2024","Hyderabad","Organic"
"CUST109536","14-11-2024","Mumbai","Paid"
"CUST109540","06-12-2024","Delhi","Organic"
"CUST109545","29-12-2024","Chennai","Referral"
"CUST109555","05-12-2024","Bengaluru","Organic"
"CUST109556","06-12-2024","Delhi","Referral"
"CUST109557","25-12-2024","Bengaluru","Paid"
"CUST109559","01-12-2024","Bengaluru","Organic"
"CUST109581","20-12-2024","Ahmedabad","Organic"
"CUST109583","21-12-2024","Delhi","Paid"
"CUST109587","01-12-2024","Chennai","Social"
"CUST109591","17-12-2024","Kolkata","Organic"
"CUST109603","18-11-2024","Bengaluru","Referral"
"CUST109617","26-12-2024","Mumbai","Paid"
"CUST109645","07-12-2024","Hyderabad","Social"
"CUST109648","17-12-2024","Bengaluru","Organic"
"CUST109652","13-12-2024","Mumbai","Social"
"CUST109658","23-11-2024","Delhi","Organic"
"CUST109662","25-12-2024","Kolkata","Referral"
"CUST109665","20-11-2024","Kolkata","Referral"
"CUST109666","06-12-2024","Hyderabad","Organic"
"CUST109676","13-12-2024","Chennai","Social"
"CUST109681","22-12-2024","Mumbai","Social"
"CUST109688","22-12-2024","Delhi","Organic"
"CUST109689","08-12-2024","Hyderabad","Organic"
"CUST109704","27-12-2024","Pune","Organic"
"CUST109706","24-12-2024","Pune","Paid"
"CUST109712","16-12-2024","Bengaluru","Organic"
"CUST109714","12-11-2024","Mumbai","Organic"
"CUST109722","29-12-2024","Mumbai","Organic"
"CUST109723","29-11-2024","Delhi","Organic"
"CUST109734","15-12-2024","Bengaluru","Social"
"CUST109736","31-12-2024","Chennai","Organic"
"CUST109739","05-12-2024","Delhi","Organic"
"CUST109761","27-11-2024","Hyderabad","Paid"
"CUST109762","21-12-2024","Hyderabad","Organic"
"CUST109793","17-12-2024","Kolkata","Referral"
"CUST109829","23-12-2024","Bengaluru","Paid"
"CUST109835","02-12-2024","Mumbai","Paid"
"CUST109837","03-12-2024","Kolkata","Paid"
"CUST109845","18-11-2024","Bengaluru","Organic"
"CUST109850","16-11-2024","Mumbai","Paid"
"CUST109880","20-12-2024","Delhi","Organic"
"CUST109897","08-11-2024","Hyderabad","Organic"
"CUST109899","27-12-2024","Ahmedabad","Referral"
"CUST109913","10-12-2024","Bengaluru","Organic"
"CUST109923","18-12-2024","Ahmedabad","Organic"
"CUST109934","29-12-2024","Pune","Social"
"CUST109942","14-12-2024","Bengaluru","Paid"
"CUST109943","26-12-2024","Bengaluru","Organic"
"CUST109955","16-12-2024","Bengaluru","Paid"
"CUST109973","30-12-2024","Delhi","Referral"
"CUST110006","07-12-2024","Bengaluru","Organic"
"CUST110007","16-11-2024","Ahmedabad","Organic"
"CUST110013","22-12-2024","Bengaluru","Social"
"CUST110027","29-12-2024","Ahmedabad","Paid"
"CUST110031","30-12-2024","Ahmedabad","Paid"
"CUST110034","25-12-2024","Delhi","Organic"
"CUST110045","25-12-2024","Pune","Organic"
"CUST110046","26-12-2024","Bengaluru","Paid"
"CUST110064","13-12-2024","Pune","Paid"
"CUST110066","10-12-2024","Hyderabad","Referral"
"CUST110094","13-12-2024","Ahmedabad","Referral"
"CUST110102","28-12-2024","Mumbai","Organic"
"CUST110111","12-12-2024","Chennai","Organic"
"CUST110125","06-12-2024","Delhi","Organic"
"CUST110129","26-12-2024","Kolkata","Organic"
"CUST110130","25-12-2024","Mumbai","Organic"
"CUST110131","17-12-2024","Pune","Referral"
"CUST110135","27-12-2024","Bengaluru","Referral"
"CUST110136","22-12-2024","Bengaluru","Organic"
"CUST110149","06-12-2024","Delhi","Organic"
"CUST110160","15-12-2024","Bengaluru","Organic"
"CUST110162","23-11-2024","Bengaluru","Organic"
"CUST110181","26-12-2024","Kolkata","Paid"
"CUST110184","15-11-2024","Pune","Organic"
"CUST110189","22-12-2024","Mumbai","Paid"
"CUST110191","23-11-2024","Delhi","Paid"
"CUST110193","16-12-2024","Delhi","Social"
"CUST110195","29-12-2024","Hyderabad","Organic"
"CUST110215","07-12-2024","Chennai","Paid"
"CUST110218","31-12-2024","Hyderabad","Referral"
"CUST110235","20-12-2024","Chennai","Paid"
"CUST110248","11-12-2024","Mumbai","Organic"
"CUST110256","17-12-2024","Delhi","Organic"
"CUST110270","21-12-2024","Pune","Paid"
"CUST110279","21-12-2024","Chennai","Social"
"CUST110289","23-12-2024","Kolkata","Organic"
"CUST110292","24-11-2024","Mumbai","Organic"
"CUST110300","28-11-2024","Chennai","Organic"
"CUST110314","28-12-2024","Pune","Paid"
"CUST110327","09-12-2024","Delhi","Paid"
"CUST110349","10-12-2024","Kolkata","Organic"
"CUST110356","26-11-2024","Delhi","Organic"
"CUST110362","13-12-2024","Kolkata","Organic"
"CUST110367","30-12-2024","Delhi","Paid"
"CUST110373","21-12-2024","Hyderabad","Organic"
"CUST110377","24-12-2024","Pune","Organic"
"CUST110378","11-12-2024","Hyderabad","Organic"
"CUST110382","28-11-2024","Hyderabad","Organic"
"CUST110388","26-12-2024","Chennai","Social"
"CUST110393","20-12-2024","Mumbai","Referral"
"CUST110394","27-12-2024","Bengaluru","Social"
"CUST110417","21-12-2024","Ahmedabad","Paid"
"CUST110425","20-11-2024","Mumbai","Organic"
"CUST110432","18-12-2024","Delhi","Organic"
"CUST110434","07-12-2024","Mumbai","Referral"
"CUST110438","19-12-2024","Hyderabad","Organic"
"CUST110441","15-11-2024","Pune","Paid"
"CUST110447","24-12-2024","Bengaluru","Organic"
"CUST110456","19-12-2024","Ahmedabad","Organic"
"CUST110485","05-12-2024","Bengaluru","Organic"
"CUST110520","13-11-2024","Bengaluru","Organic"
"CUST110524","10-11-2024","Bengaluru","Organic"
"CUST110532","15-12-2024","Pune","Referral"
"CUST110534","17-12-2024","Chennai","Social"
"CUST110563","09-11-2024","Chennai","Organic"
"CUST110565","19-12-2024","Mumbai","Organic"
"CUST110578","25-11-2024","Chennai","Organic"
"CUST110580","21-11-2024","Bengaluru","Organic"
"CUST110599","30-12-2024","Mumbai","Paid"
"CUST110603","15-12-2024","Hyderabad","Referral"
"CUST110618","18-12-2024","Hyderabad","Social"
"CUST110634","16-12-2024","Bengaluru","Organic"
"CUST110635","20-11-2024","Chennai","Paid"
"CUST110641","20-12-2024","Bengaluru","Paid"
"CUST110645","30-12-2024","Bengaluru","Referral"
"CUST110660","18-12-2024","Kolkata","Referral"
"CUST110687","21-12-2024","Mumbai","Social"
"CUST110695","15-12-2024","Bengaluru","Paid"
"CUST110697","13-12-2024","Bengaluru","Social"
"CUST110698","23-12-2024","Bengaluru","Organic"
"CUST110705","21-12-2024","Bengaluru","Paid"
"CUST110726","24-11-2024","Bengaluru","Organic"
"CUST110748","02-12-2024","Pune","Organic"
"CUST110776","23-12-2024","Mumbai","Social"
"CUST110801","03-12-2024","Chennai","Paid"
"CUST110806","09-12-2024","Hyderabad","Organic"
"CUST110807","07-12-2024","Chennai","Organic"
"CUST110818","05-12-2024","Bengaluru","Organic"
"CUST110822","01-12-2024","Delhi","Referral"
"CUST110825","06-12-2024","Chennai","Social"
"CUST110832","29-11-2024","Pune","Referral"
"CUST110840","16-12-2024","Mumbai","Referral"
"CUST110846","22-12-2024","Bengaluru","Organic"
"CUST110849","22-11-2024","Bengaluru","Social"
"CUST110851","27-11-2024","Delhi","Referral"
"CUST110856","04-11-2024","Hyderabad","Organic"
"CUST110865","07-12-2024","Hyderabad","Paid"
"CUST110871","01-12-2024","Chennai","Referral"
"CUST110874","03-12-2024","Ahmedabad","Referral"
"CUST110878","18-12-2024","Bengaluru","Organic"
"CUST110880","16-11-2024","Ahmedabad","Organic"
"CUST110883","23-11-2024","Pune","Organic"
"CUST110885","10-12-2024","Hyderabad","Organic"
"CUST110895","01-12-2024","Chennai","Organic"
"CUST110900","20-11-2024","Delhi","Organic"
"CUST110901","06-12-2024","Chennai","Organic"
"CUST110911","26-11-2024","Bengaluru","Organic"
"CUST110920","04-12-2024","Delhi","Organic"
"CUST110928","29-11-2024","Ahmedabad","Organic"
"CUST110943","15-11-2024","Mumbai","Paid"
"CUST110950","11-11-2024","Mumbai","Paid"
"CUST110963","29-11-2024","Delhi","Social"
"CUST110976","17-12-2024","Mumbai","Organic"
"CUST110982","08-12-2024","Hyderabad","Organic"
"CUST110988","25-12-2024","Ahmedabad","Referral"
"CUST111019","08-12-2024","Mumbai","Organic"
"CUST111020","26-12-2024","Mumbai","Organic"
"CUST111021","06-12-2024","Chennai","Organic"
"CUST111023","11-12-2024","Mumbai","Organic"
"CUST111032","29-12-2024","Chennai","Organic"
"CUST111037","30-11-2024","Mumbai","Paid"
"CUST111041","20-12-2024","Bengaluru","Paid"
"CUST111072","09-12-2024","Pune","Organic"
"CUST111076","26-12-2024","Mumbai","Organic"
"CUST111094","25-11-2024","Delhi","Organic"
"CUST111133","21-12-2024","Chennai","Organic"
"CUST111148","27-12-2024","Kolkata","Organic"
"CUST111152","13-12-2024","Ahmedabad","Organic"
"CUST111154","28-12-2024","Delhi","Paid"
"CUST111158","17-12-2024","Mumbai","Organic"
"CUST111177","26-12-2024","Bengaluru","Paid"
"CUST111189","27-12-2024","Delhi","Paid"
"CUST111200","09-11-2024","Pune","Organic"
"CUST111208","27-12-2024","Bengaluru","Social"
"CUST111210","02-12-2024","Delhi","Paid"
"CUST111216","20-11-2024","Delhi","Organic"
"CUST111229","23-12-2024","Delhi","Organic"
"CUST111246","26-12-2024","Chennai","Organic"
"CUST111249","18-12-2024","Chennai","Organic"
"CUST111250","17-12-2024","Hyderabad","Paid"
"CUST111252","13-12-2024","Mumbai","Organic"
"CUST111256","31-12-2024","Mumbai","Organic"
"CUST111259","28-11-2024","Pune","Organic"
"CUST111264","24-12-2024","Kolkata","Organic"
"CUST111269","30-12-2024","Bengaluru","Paid"
"CUST111276","28-11-2024","Bengaluru","Social"
"CUST111295","18-12-2024","Ahmedabad","Organic"
"CUST111296","27-11-2024","Delhi","Organic"
"CUST111301","04-12-2024","Bengaluru","Organic"
"CUST111302","13-12-2024","Kolkata","Paid"
"CUST111304","07-12-2024","Mumbai","Social"
"CUST111331","27-12-2024","Bengaluru","Paid"
"CUST111342","28-12-2024","Chennai","Social"
"CUST111345","24-11-2024","Chennai","Paid"
"CUST111351","12-12-2024","Delhi","Organic"
"CUST111355","05-12-2024","Delhi","Organic"
"CUST111356","24-12-2024","Bengaluru","Organic"
"CUST111369","01-12-2024","Bengaluru","Referral"
"CUST111384","13-12-2024","Mumbai","Referral"
"CUST111402","14-12-2024","Bengaluru","Paid"
"CUST111403","19-11-2024","Hyderabad","Organic"
"CUST111404","19-11-2024","Hyderabad","Referral"
"CUST111406","26-11-2024","Mumbai","Organic"
"CUST111408","08-12-2024","Bengaluru","Organic"
"CUST111415","10-12-2024","Bengaluru","Organic"
"CUST111419","17-12-2024","Hyderabad","Organic"
"CUST111423","24-11-2024","Bengaluru","Organic"
"CUST111435","10-12-2024","Mumbai","Paid"
"CUST111436","18-12-2024","Ahmedabad","Organic"
"CUST111438","12-12-2024","Hyderabad","Organic"
"CUST111444","08-12-2024","Kolkata","Social"
"CUST111449","30-11-2024","Bengaluru","Organic"
"CUST111451","28-12-2024","Bengaluru","Paid"
"CUST111454","21-12-2024","Bengaluru","Organic"
"CUST111461","15-12-2024","Bengaluru","Referral"
"CUST111465","10-11-2024","Pune","Organic"
"CUST111470","28-11-2024","Kolkata","Organic"
"CUST111473","26-11-2024","Bengaluru","Referral"
"CUST111474","29-12-2024","Chennai","Organic"
"CUST111488","29-12-2024","Bengaluru","Paid"
"CUST111499","25-11-2024","Mumbai","Social"
"CUST111536","31-12-2024","Delhi","Paid"
"CUST111538","26-12-2024","Delhi","Organic"
"CUST111550","09-12-2024","Bengaluru","Social"
"CUST111558","25-12-2024","Delhi","Paid"
"CUST111568","21-12-2024","Ahmedabad","Organic"
"CUST111582","13-12-2024","Bengaluru","Organic"
"CUST111583","28-12-2024","Ahmedabad","Paid"
"CUST111597","18-12-2024","Ahmedabad","Organic"
"CUST111612","25-12-2024","Hyderabad","Organic"
"CUST111616","04-12-2024","Bengaluru","Organic"
"CUST111620","19-11-2024","Chennai","Organic"
"CUST111625","06-12-2024","Mumbai","Paid"
"CUST111630","23-12-2024","Bengaluru","Organic"
"CUST111639","30-12-2024","Bengaluru","Organic"
"CUST111644","06-12-2024","Ahmedabad","Paid"
"CUST111645","20-12-2024","Delhi","Organic"
"CUST111652","27-12-2024","Kolkata","Organic"
"CUST111654","23-11-2024","Kolkata","Organic"
"CUST111658","02-12-2024","Mumbai","Organic"
"CUST111662","25-12-2024","Delhi","Paid"
"CUST111690","11-12-2024","Mumbai","Organic"
"CUST111694","10-12-2024","Ahmedabad","Organic"
"CUST111699","31-12-2024","Mumbai","Organic"
"CUST111703","20-11-2024","Bengaluru","Paid"
"CUST111710","12-12-2024","Chennai","Referral"
"CUST111736","12-12-2024","Ahmedabad","Organic"
"CUST111747","30-12-2024","Bengaluru","Organic"
"CUST111753","31-12-2024","Hyderabad","Organic"
"CUST111759","17-12-2024","Pune","Organic"
"CUST111764","19-12-2024","Bengaluru","Social"
"CUST111770","28-11-2024","Kolkata","Organic"
"CUST111780","23-11-2024","Mumbai","Referral"
"CUST111793","08-12-2024","Hyderabad","Referral"
"CUST111794","10-12-2024","Mumbai","Organic"
"CUST111813","19-12-2024","Bengaluru","Organic"
"CUST111815","24-12-2024","Pune","Organic"
"CUST111848","02-12-2024","Ahmedabad","Organic"
"CUST111852","28-11-2024","Bengaluru","Referral"
"CUST111858","24-12-2024","Bengaluru","Referral"
"CUST111868","25-11-2024","Bengaluru","Organic"
"CUST111878","02-12-2024","Bengaluru","Paid"
"CUST111884","16-12-2024","Hyderabad","Organic"
"CUST111941","17-12-2024","Bengaluru","Organic"
"CUST111947","23-12-2024","Hyderabad","Organic"
"CUST111971","09-12-2024","Bengaluru","Organic"
"CUST111975","10-12-2024","Mumbai","Referral"
"CUST112003","26-11-2024","Mumbai","Organic"
"CUST112015","25-12-2024","Bengaluru","Referral"
"CUST112032","18-12-2024","Delhi","Organic"
"CUST112038","22-12-2024","Mumbai","Social"
"CUST112053","27-12-2024","Mumbai","Referral"
"CUST112067","16-12-2024","Mumbai","Organic"
"CUST112080","23-12-2024","Ahmedabad","Organic"
"CUST112097","21-12-2024","Mumbai","Organic"
"CUST112098","19-11-2024","Delhi","Paid"
"CUST112103","07-12-2024","Ahmedabad","Referral"
"CUST112129","17-12-2024","Delhi","Organic"
"CUST112133","22-11-2024","Delhi","Paid"
"CUST112135","12-12-2024","Hyderabad","Paid"
"CUST112138","03-12-2024","Hyderabad","Organic"
"CUST112148","13-11-2024","Mumbai","Paid"
"CUST112171","20-12-2024","Bengaluru","Organic"
"CUST112174","27-11-2024","Kolkata","Referral"
"CUST112184","31-12-2024","Chennai","Paid"
"CUST112188","24-11-2024","Chennai","Organic"
"CUST112202","14-12-2024","Chennai","Organic"
"CUST112212","03-12-2024","Mumbai","Organic"
"CUST112219","25-11-2024","Bengaluru","Paid"
"CUST112223","25-12-2024","Delhi","Organic"
"CUST112226","30-12-2024","Bengaluru","Organic"
